userName,score,at,content,Label
Karipik Pisang,4,2023-04-10 23:50:03,"Gamenya cukup asik, cuma sayangnya kalau main d laptopku selalu stuck di bagian initiating😭",Positif
Moesaa Mbois,5,2023-04-16 00:35:48,"Bagus, walaupun cerita dan tata letaknya agak berbeda dengan eternal love yang pernah saya mainkan.... lanjutkan!!!",Positif
Ojol Game,5,2023-04-16 19:48:36,Bagus dri dulu ragnarok jadi game favorit. Tapi masih banyak bug nya.,Positif
Juni Ycp,4,2023-04-19 12:31:13,Saya sangat suka game ini tapi masuk nya terlalu lama jika itu bug tolong diper baiki 🤗☺ suda itu saja mks,Positif
Aphrodite,4,2023-04-09 11:20:02,Dah bagus sih tapi uinya masih belepotan banyak ikon yang menuhin layar harusnya bisa di hide biar layar bersih gak banyak tulisan,Positif
NeptChi,3,2023-04-18 04:08:08,"dungeon hanya untuk pemain top up, yang tidak top up mana bisa menyelesaikan dungeon, mana playernya sombong semua",
Eka Supriatna4,3,2023-04-09 21:13:42,Masih kaku kurang natural saat pakai skill dan quest yg masih da bug,
Mike,1,2023-04-11 01:35:09,"Udah diinstal kenapa blank hitam ya, kasih bintang 1 dulu kalo udah di reply & ketemu solusinya,baru kasih bintang 5",Negatif
Audi Yoju,4,2023-04-13 21:48:11,Seru sih cuma kadang masih ada bug sama koneksi kurang stabil,Positif
Muhammad miftah Indrawan,2,2023-05-28 04:31:46,tolong perbaiki koneksinya untuk android cuma dapet latensi 2 bar kadang pas mvpan 1 bar,Negatif
Kevin Fernando,2,2023-04-15 14:06:34,Login stuck mulu di 95% Padahal login pake novice bisa di server yg sama lo,Negatif
Rendi A. Rasmana,3,2023-04-05 16:29:27,"Saya tidak bisa Login min, Muncul tulisan ""Anda Terputus, Silahkan Login kembali"" Udah relog pun tetep sama saja....",
Febrian Alif sudar liansyah,5,2023-04-09 07:43:34,Game nya mantap bet bagus tapi yang kurang cuma gak bisa ketemu player lain Ama kalau perang biasa aja,Positif
olvi renenta,2,2023-04-11 10:06:32,Ini knpa dri kmrn stuck di 95 % loading screen .. Udh hpus install lagi tetep begini ...,Negatif
Urg Urg Arg Arg Erg Erg,5,2023-04-09 01:27:55,"Yang Crash , Yang Keluar sendiri, Yang Grafis nya Ngaku Burik, Makanya Rata Kanan cok, HP Anda masalah nya bukan Game nya..",Positif
ari Nim,4,2023-04-14 02:44:33,Segi grafik oke hanya kurang paham aj item lain2 quest nya tapi ga direkomendasi berdasarkan monster mapnya jdi agk ribet,Positif
si kancil,1,2023-04-30 13:46:25,Terlalu banyak fitue dan frame yg tidak berguna membuat pengguna mobile lag,Negatif
Bagus Irawan,1,2023-04-09 22:30:06,"Kecewa masih banyak bug parah, bahkan sampai macet kaga bs di mainin",Negatif
Jhoshe Maechel,4,2023-04-09 01:43:29,Masih banyak bug dan masih terlalu berat untuk mid - low device,Positif
Telor Goreng,4,2023-04-18 23:47:27,"Bagus gamenya, cuma kadang ada bug ketika menjalankan misi",Positif
Muhammad Rizky Hougton Fachurrosi,3,2023-04-09 00:14:03,"Game bagus seru keren, tapi tolong diperbaiki selalu stuck di 95%",
Muhammad Ramadhan,2,2023-04-27 22:44:42,Gamenya kok jadi bug banget pas loading masuk game 0persen terus gak ada satu angkapun tolong diperbaiki 🙏,Negatif
Sanford Surya Jaya,2,2023-04-15 09:43:49,Klo login selalu nyangkut di 95% harus keluar masuk bebrapa kali baru bisa main,Negatif
23_058 Firman Syahputra,2,2023-04-06 20:53:37,"Susah login, ada tulisan ""respon tidak normal, update eror.""",Negatif
Duwi Sulistiyo,4,2023-04-11 16:22:36,"Gamenya seru,kalau bisa tambah reward untuk pemain baru...di beri costum begitu😁",Positif
Oh Dang,5,2023-04-05 22:11:44,"Yosh, pertama kan saya di server Indonesia yang beri rating game ini? Semoga game ini sama persis dan lebih baik dari versi PC-nya. Semangat terus bang Dev, nanti ratingnya tak update lagi jika saya sudah memainkannya. Semangat dalam berkembang bang Dev.",Positif
Maudy Salsabyla,5,2023-04-08 03:54:12,"Gambarnya bagus banget, bisa punya banyak temen, dan seru banget mainnya.",Positif
BabySharkJFlow Gaming,3,2023-05-14 02:04:31,"Gimana sih kalo maen pake WiFi tulisannya respon tidak normal Mulu , mana sering frame drop lagi",
Ziyaa Zee,5,2023-05-18 02:08:59,Geme yang menyenang kan aku bisa mempelajari nya dengan baik dan juga aku udah level sebelas 11 hebat,Positif
Novie Liu,1,2023-05-29 06:41:27,sejak update jadi suka keluar dari game sendiri . jadi harus masuk ulang,Negatif
Adi Firdaus,3,2023-04-08 08:09:19,"Masih ada bug tiba"" tombolnya hilang semua tpi game masih berjalan kan aneh",
Lelaki Cogan,1,2023-04-18 06:35:15,"sering nge stuck pada saat berkomunikasi dan saat masuk rumah, TOLONG PERBAIKI",Negatif
Iin Pirbadi,4,2023-04-11 02:53:04,Game nya bagus tapi ada bug di gamenya jadi tolong di perbaiki,Positif
Rizky Putra,4,2023-04-18 20:54:53,Semuanya bagus cuman sering Keluar sendiri sama frame sedikit drop,Positif
Bang lampu,1,2023-04-18 10:37:26,Sering terjadi bug yang membuat npc dan player lain tidak terlihat,Negatif
Kenedy Kun,1,2023-04-15 16:27:21,Gaje bet loading selalu stuck di 95% Harus relogin lagi baru bisa masuk Intinya perbaikin lagi min Masak harus 2x masuk bru bisa,Negatif
dwiki satria,5,2023-04-18 21:09:37,"Min akun saya ilang, gimana dong server payon 7, bisa dibalikin ngga. Rating 1 dulu ya. Kalo balik rating 5 lagi hehe.",Positif
Andrie,1,2023-04-09 14:24:59,"Banyak bug, sering dc juga. Kasian yg udah pada top up byk disini. Gamenya ampas",Negatif
Ai Waryati,2,2023-04-13 10:51:46,"Eror mulu jaringannya kenapa gua gk bisa login nge stuck di update padahal Rom hp gua masih banyak 26,8GB loh",Negatif
Yuta Okkotsu,5,2023-04-07 07:31:20,"terlalu banyak server, lebih suka server kayak toram online, atau ngga buatin server sesuai negara aja, klo campu jadi toxic ini game",Positif
ada ada aja,4,2023-04-08 06:25:16,Semua bagus cuman kadang loading rada lama untuk perpindahan map sama batre cepet boros juga,Positif
kevin Febrianto,1,2023-05-17 06:52:14,"Tidak seperti server kr, global, tw. ROO Global itu PELIT, DEV KAPITALIS, DUIT DOANG YG DILIAT. Contoh change Job saat ini monk, dimana setiap server (kecuali global) diberikan change Job FREE namun tidak dengan ROO GLOBAL yang satu ini sungguh pelitnya, contoh kasus kedua wishing costume sempat diganti ""tiap reset pity bakal di ganti coin yg ga guna"" PARAH DAH ROO GLOBAL KECEWA.",Negatif
Alvi Zoan,1,2023-05-27 12:56:25,Bug nya woy gila tiap main ga nyampe 5 menit bug terus cape bulak balik masuk ke game,Negatif
Sinta Maulina,3,2023-05-15 13:04:04,"Maaf saya kecewa cuma beberapa hari ga main jadi ga bisa login, udah coba berkali-kali gagal",
Maulana Surya,2,2023-06-06 13:35:00,"Klo DC balik loginnya lama, lagi loading screen malah stuck di 0%",Negatif
rudi kikio,1,2023-04-09 10:20:21,"Tolong diperbaiki bugnya,size gede bug masih banyak bikin ngefreez",Negatif
Hadrian Zakwan,2,2023-04-19 03:24:27,Banyak bug pas masuk ke world tombol suka ilang quest juga ngilang terus suka ngefrezz,Negatif
Rizky.H,1,2023-04-25 00:43:15,"Hadeh banyak bugnya pas mau buka pengaturan gk muncul"" Tolong di perbaiki",Negatif
Gt RacerL,3,2023-04-14 15:05:25,Storynya lumayan lag sih berat bgt krn emang ho sy yg burik soalny ram 3.. Overall gamenya bagus,
Salwi,2,2023-05-06 01:51:48,Banyak bug nya pas masuk ke dalam bangunan sering stuck,Negatif
Jay,1,2023-04-12 19:05:35,"Mau login aja layar game nya gelap , lalu masuk ke dalam game malah black screen game nya ,",Negatif
Berli Akudra,4,2023-04-09 22:51:53,"Bagus sih untuk player yang top up, tapi kagak buat yang free player",Positif
Khairul Fajri,1,2023-04-06 12:18:35,"Sering stuck mendadak, UI hilang, mesti direstart game nya terus²an",Negatif
Sakha Alfalah,4,2023-05-13 03:05:18,Sering terjadi bug tombol semua hilang ntah ini pengaruh dari sinyal atau gamenya,Positif
Mochamad surgani Rafli,3,2023-04-06 23:02:36,Tolong saya tidak bisa masuk ngstuk/tertahan di loadiang 95% saat Mau masuk in game..tolong di benarin kalo salah,
RIJAL XD,4,2023-04-19 04:47:54,"Bug tampilan air nya, kadang gak bisa masuk game kaya eror",Positif
Muhammad Syafiqri,5,2023-05-14 02:30:00,Game RPG ini sangat seru untuk dimainkan dan banyak hadiah nya dan seperti game fantasy yang hd,Positif
Lim Achuan,5,2023-04-09 00:16:27,"Senang bernostalgia,mnrtku ragnarok origin cukup bgs,cm ya itu kdng questny agak susah.",Positif
Binah Ruhwel,4,2023-04-18 07:30:47,"Bagus sih, cuman bahasa yang kurang tetap disesuaikan",Positif
Tilovi Ciputra,5,2023-04-20 01:01:52,"Awal main lemooot bgt, tp setelah update, akhirnya lancar jg.",Positif
ALONE FF,3,2023-04-10 13:59:08,"Gamenya bagus, cuman kadang ada bug UI nya gak keliatan",
Kun Kuhaku,2,2023-04-11 17:36:02,Game nya masih banyak banyak banget bug nya Kalo dah fix semua aku kasih b5,Negatif
Luthfi Putra,1,2023-04-30 22:26:51,"Game babi emang bug banyak banget tiap masuk ga semua muncuk aneh padahal main di ram 8 aneh game gila, maen dragon raja atau cod yang 10gb lebih lancar game beginian ngelag nya minta ampun mana pas download gagal mulu anjg",Negatif
Pengguna Google,1,2023-05-09 05:38:34,"Game ini tidak cocok untuk kalangan free player, rate untuk penempaan begitu buruk",Negatif
Tio Entertainment,4,2023-04-11 06:56:17,Game nya seru sih bagus tapi plis lah ram 3 pengen main padahal penyimpanan msih banyak,Positif
Dionisius Riyan Edlianto,1,2023-04-17 03:32:00,"tiap pindah mah nge stuck kaga bisa gerak, masih banyak bug",Negatif
Ady Kusnady,1,2023-04-11 06:00:27,Ampassssss bug banyak.. Mending ro yg sebelum nya ni cepat bosan,Negatif
Ferdiansyah,4,2023-04-11 16:08:54,Kenapa saya tidak bisa login menggunakan data seluler ? sedangkan memakai WI-FI bisa login-_-,Positif
Uzi Ray,4,2023-04-10 22:46:27,"Keren sih,tapi masih banyak bug nya, tolong di perbaiki lagi",Positif
Aldino Arief,4,2023-04-11 09:21:14,Ragnarok mah sama aja tetap bagus cuman jalan ceritanya yang beda. Gameplay nya lebih bagusan Ragnarok X,Positif
Mrfi,5,2023-04-25 22:08:50,"Game ini cukur seru, tetapi tampilan ui kurang enak, terlalu banyak tombol",Positif
Kevin A,5,2023-04-08 14:35:27,Seru gamenya banyak fitur juga dan bisa grinding bareng temen yang bikin ga bosen main ni game,Positif
Ainun Putri,2,2023-04-11 04:41:02,Sering terjadi lag padahal saya sudah menurun kan grafik nya,Negatif
Romi Ramdhani,3,2023-05-03 14:32:26,"nominal top up nya gede gede , minimal ada yg under 70k tapi dengan privilege yang bagus dan hadiah langka ,, ada sih yg 16k tapi ga berpengaruh apa apa",
Ohto Ai,1,2023-04-09 05:03:59,Grafik mau di setting rata kanan juga masi ga enak di pandang mata 😠,Negatif
Meylee Aiba,2,2023-04-13 17:39:11,"Ni game rusak harus di perbaiki,,,banyak bug nya",Negatif
Bgs Now,2,2023-04-07 02:56:33,"Jaringan udah bagus, Grafis udh rata kanan cuma lag nya yang Paling MANTAP",Negatif
Adriyan.E,1,2023-04-09 18:34:50,"mau ngebuka mail aj ngebug, buka profil ngebug misi ngebug terus saya harus ngapain kalo ngebug semua panel pengunduhan pun tak bisa dibuka kosongan",Negatif
Pedang Sejati,4,2023-04-20 03:59:58,Ada bug di buku monster setelah update gak bisa lihat kategori mohon di perbaiki,Positif
Andree Pratama,1,2023-05-11 00:35:03,"Makin kesini makin ga jelas ini game gua udh download tapi disuruh download lagu tiba tiba gabsa dibuka, woy inget jngn banyak gaya udah ada seal m jngn sample gua pindah dan gua hps",Negatif
Dikifauzann Nurtahyanto,5,2023-04-11 05:50:06,"Nostalgia, game nya bagus semoga banyak event event menarik kedepan nya",Positif
nathanouvoz,3,2023-04-11 02:48:10,"Semua sudah bagus, namun masih kurang lancar dimainkan walau di mediatek helio G99",
Rizki Wakhid,5,2023-04-20 05:17:02,"Kerenlah pokoknya ragnarok origin, bikin nostalgia, saya harap tersedia kostum untuk f2p juga kedepannya",Positif
Aniki Ikina,5,2023-04-22 22:28:49,Tinggal di perbaiki untuk masalah koneksinya yang kurang stabil,Positif
bobby 311,4,2023-04-10 23:23:09,"lag bug nya gabener main android banyakan lag blm fix .. di atas rata""a terlau banyak bot",Positif
LEANDO AXELLE ALVARO,5,2023-04-09 03:16:04,Game nya bagus dan seru grafik sudah bagus walaupun setingan Low,Positif
AI Altair,3,2023-04-22 12:11:43,"Loading nya stuck, ga mau jalan, tetep di 0% pas quest mau ngasih surat bamp dan k",
raffi 204,1,2023-04-17 04:58:31,Tidak bisa update data aplikasi padahal jaringan bagus,Negatif
Rayhan Ramadhan Risal,1,2023-04-07 15:58:40,"Nge stuck terus di loading, kadang"" juga di gameplay nya",Negatif
fadilah Dian Hidayat,4,2023-04-09 22:12:21,"Bahasanya kadang tidak konsisten, kadang inggris kadang indonesia",Positif
Rama Rambo,5,2023-04-13 00:35:23,Assalamu'alaikum. Game Ini Seru Dan Banyak Event Menarik.Dan Grafis Yg Luar Biasa👍,Positif
Karis Widiatmaka,3,2023-05-27 20:31:24,"Gamenya bagus, tapi sering force close saat mau masuk ke log in...",
Refa Sembiring,2,2023-05-17 07:22:42,"Hari ini jam 14:21 Wib saya tidak bisa login, mohon diperbaiki. Gagal login terus padahal internet terhubung dan berfungsi",Negatif
"Yudha C,S",1,2023-04-11 10:02:13,Terlalu banyak bug terutama disaat pertama ingin melaksanakan misi,Negatif
faisal hidayat,4,2023-04-08 03:03:22,"Koneksi sering gangguan, padahal sinyal WiFi kenceng",Positif
Nugraha Adhie Prima,1,2023-04-08 01:07:19,"Bug yang sy alami yg merugikan saya, belum diperbaiki padahal sudah laporan hampir setiap hari",Negatif
key Rya,5,2023-05-12 22:25:57,"Keren banget,seneng mainnya dan keren grafisnya",Positif
Cmvna,1,2023-04-06 16:12:24,"Banyak bug tidak bisa membuka seting,Frese ketika teleport dan lain2",Negatif
Syafira Hasna,5,2023-04-18 22:05:42,"bagus sih,, untuk Have Fun lg,, tp fitur mercenarynya da ga ya",Positif
arief wijayana,1,2023-04-15 17:28:39,"koneksi stabil, tetapi selalu menghubungkan kembali",Negatif
Said Muhammad,1,2023-04-10 21:31:31,Stuck di mau main abis pemilihan karakter game jelek baru liris dah kayak gini,Negatif
Muchamad Adianto,1,2023-04-11 16:48:18,"sudah download file 3gb lebih,tapi masih minta download lagi,download an sebelumnya entah bagaimana tidak terinstall",Negatif
Patryc Ananta,4,2023-05-03 07:32:45,"game nya lumayan seru, cmn kadang suka bug analog sama kdg gbs mencet team di hp",Positif
ridwan afendi,4,2023-05-09 10:19:34,Sinyal 4g tp knpa selalu menghubungkan dan langsung logout,Positif
Agus Yudistira,1,2023-04-07 23:08:30,"Bagus hanya saja sering macet2an gamenya, tolong di perbaiki",Negatif
gilang luigi,1,2023-04-09 04:12:38,"Game nya sebenarnya bagus kalau misalkan tidak banyak tombol/fitur tak berguna yg ngehalangin visual, overall bagus semua grafik, sound efek, event, cuma ini aja sih.",Negatif
Rintan Obama,3,2023-04-10 11:49:54,Game ny sering DC tolong lah diperbaiki lagi soal jaringan ny,
Imam Akbar,1,2023-05-02 22:36:22,"Dah berapa kali instal uninstal ni game masih aja, ""RESPON TIDAK NORMAL, SILAHKAN COBA LAGI, UPDATE ERROR"" ayolah perbaiki!!",Negatif
ahmad syaifullah,5,2023-04-10 07:10:14,perbaiki lagi bug nya.. bikin game se simple mungin agar memudahkan player,Positif
Wisnu Dwi,2,2023-04-09 08:57:34,Bagus sih gamenya. Tp gk bisa d gerakin make joysticknya,Negatif
Abdul Gani,3,2023-04-17 14:29:06,Min ini gimana kok ngestack cerita nya dan jaringannya juga error mulu mohon tanggapan nya,
Rizqi Fauzi,3,2023-07-05 02:20:29,Sering terjadi error dan bug saat main,
Vivo Vivo,5,2023-04-22 23:34:43,Game nya bagus..tetapi apakah bisa kurangin GB nya dan pemakaian baterainya agak boros,Positif
Poco M4pro,1,2023-04-21 09:11:03,"Servernya premature, setiap server selalu nyangkut di LV 10 saat ngerjain main quest. Ngelag parah",Negatif
Xiau lu,1,2023-05-22 02:22:44,"Makin kesini makin pay2win,event buat f2p dibuat menangis,harus top up bahkan untuk event dengan hadiah yg standart..",Negatif
Fariz Yahya,4,2023-05-11 03:12:55,"Overall udah bagus, lebih banyakin lagi event nya (kalo bisa hehehe) 👍👍👍⭐⭐⭐⭐",Positif
Tonny,1,2023-04-10 02:00:34,"Jaringan bagus tapi ga bisa masuk, selalu berhenti di 95%",Negatif
Yanto Gbf,3,2023-04-11 12:16:54,Game keseluruhan bagus cuma item g bisa bisa berbagi item dgn char sendiri,
Diyan Cahyo,1,2023-04-26 04:15:41,"Aku kasih 1 aja lah, abis updet malah ga bisa masuk ada notif updet error",Negatif
Wum Bo,1,2023-08-30 05:20:29,Refine boncos berkali kali auto b1 si armor ga naik naik acc turun ke +9 acc bisa ke +12 armor ke +15 auto b5 lagi,Negatif
100 Sabaku,1,2023-06-24 23:32:35,"Gw yakin banyak dari kalian yg maen stuck diloading/dimap kosong g ada apa2 🤣, nih game secara grafis visual masih standar lho masih kalah sama BDM, tp kok gini amat 🤣, tiap mau maen stuck mulu, nunggu di karakter seleksi aja 5mntan, gila🤣",Negatif
Ray White,5,2023-06-24 20:32:02,Aneh sih udah di paling low saving grafik. masih ngelek tolong di perbaiki ya hp saya bukan 2 atau 3 ram tapi 6 infinix itu udah besar tapi kok masih ngelek ya tolong di perbaiki lagi ya Mimin. 😘,Positif
Akbar Universe,1,2023-06-21 12:49:52,"Banyak bug. Nge frame. Pencet menu ga bisa. Npc kadang ilang. Gw make helio g99, gatau emang kurang supp atau gamenya ga stabil tpi tolong segera di perbaiki.",Negatif
Ricky Bob,1,2023-06-25 07:30:23,Mengecewakan ram udah 8/256 masih aja suka keluar sendiri game nya... Grafik patah patah ... Tolong diperbaiki dan diupdate agar lebih enteng dan gak mengecewakan pecinta ragnarock,Negatif
Donce Donce,1,2023-06-17 01:11:31,"Selalu dan selalu aja force close di saat mau masuk ke game, padahal abis update. Kirain mah update sampe 3gb lebih buat benerin force close sama joystick stucknya. Tau deh update nya buat apaan @_@ Lama² uninstall juga lah drpd bikin kesel mau mau maen game ilangin stress malah di buat makin stress dengan foce close nya ROO",Negatif
windu agustia,3,2023-06-11 06:42:00,"Awal launch ok ga ada issue, setelah update lvl 80 jadi sering disconnect kalau pakai sinyal provider, harus pake wifi, tolong di fix ini jaringan servernya",
Muhammad Iqbal Amril,1,2023-07-05 08:37:42,"Update singkong, udah ke dua kalinya ini update kek gini. Awalnya download 400++ mb, selese dl di update malah kembali lagi suruh download di launcher nya.. Selese donload disuruh restart launcher, eeeh malah launchernya kembali download game 5 gb... Sudah dua kali update kek gini oiiii... Mana ingame, skill priest sering error juga.",Negatif
Mad usi Mad usi,1,2023-07-15 11:00:03,"gamenya bagus sih, tapi banyak lag setiap setelah iklan 😞 tolong si berbaiki pas setelah iklan jangan ada lag mohon banget loading juga lama banget ,😐 gue nunggu sampai aja gue makan selesai ಠಿ⁠_⁠ಠ , jadi maaf sya kasih bintang satu ★",Negatif
